,id,name,name_id,content,timestamp,channel,language,category,vect,logit_predict,Mnb_predict,tree_predict,rf_predict,bg_predict,knn_predict,nn_predict
4474,5.1606723341634765e+17,tulabella,9485,hey how do i get my car back after the gas station dude took it? he said i had to pay him 5k carrots but it just took me back to my house without the car,2019-12-07T17:03:12Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,sea,east
4475,5.1606723341634765e+17,tulabella,9485,nvm,2019-12-07T17:03:52Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4476,5.1606723341634765e+17,tulabella,9485,i got it back,2019-12-07T17:03:57Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
4477,4.73533056162988e+17,츠설(tsushol),8891,He visits the mushroom village during the day.,2019-12-08T01:47:52Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4478,3.590005478415401e+17,A Literal God,3753,Where can i buy a card pack?,2019-12-08T02:07:50Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,east
4479,6.120854828131287e+17,Parasanity,6882,Tru but the trash guy is really helpful in those cases,2019-12-07T16:53:26Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,eu,eu,sea,east,eu
4480,3.6370126773603526e+17,dg,7162,The first 2 is technically the easier ones so it is impossible to spike from 100 to 1000 that fast.,2019-12-07T16:45:38Z,tsuki-question,,,[0.         0.         0.70710678 ... 0.         0.         0.        ],east,east,east,east,east,east,east
4489,5.6012781765276474e+17,agoela,541,Maybe random based on the mood of dawn😁,2019-12-07T16:22:12Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
4490,5.6012781765276474e+17,agoela,541,I agree with your info then,2019-12-07T16:20:55Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4491,3.6370126773603526e+17,dg,7162,~~So it should be more accurate I think.~~,2019-12-07T16:20:36Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],sea,east,east,sea,east,east,sea
4492,3.6370126773603526e+17,dg,7162,I can't really confirm for Rhine's values but I managed to tested out at least Twice on mine.,2019-12-07T16:20:07Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,sea,sea,sea,east,east
4493,5.6012781765276474e+17,agoela,541,"Maybe you are accurate than, Rhine was known to be a trickster😂",2019-12-07T16:20:06Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4494,5.6012781765276474e+17,agoela,541,Ah ok,2019-12-07T16:19:38Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
4495,3.6370126773603526e+17,dg,7162,"Yeah it was indeed said that way, but that number was what I got by recycling them manually back then.",2019-12-07T16:19:26Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4496,5.6012781765276474e+17,agoela,541,"I saw Rhine posted awhile back in info sharing 100, 1000, 2000, 3000, 4000 (100, 900, 1000 x 3)",2019-12-07T16:17:43Z,tsuki-question,,,[0.         0.         0.72648723 ... 0.         0.         0.        ],east,east,east,east,east,east,east
4497,3.6370126773603526e+17,dg,7162,"200, 300, 1500, 1000, 1000. Also don't quote me on that.",2019-12-07T16:12:32Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
4498,5.6012781765276474e+17,agoela,541,"Trying to help FB question. Is the trash requirements to collect the blue prints still 250, 750, 1000, 1000, 1000?",2019-12-07T16:11:08Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,eu,sea,east,east,east
4499,3.6370126773603526e+17,dg,7162,"That happens when notification runs on an endless loop, and created 9999 copies of it as a result. The message should be the one that says ""Uh oh you forgot to harvest your carrots/ open the mail"" or something close to that.",2019-12-07T15:18:25Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
4500,3.438609714391286e+17,TofuRay,8319,What is this supposed to mean?,2019-12-07T15:17:02Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
4501,5.475307919119484e+17,Ashirav,3301,Codes?,2019-12-07T09:49:34Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4503,3.6370126773603526e+17,dg,7162,"Traveling to the forest comes in 2 phases: Treehouse to Gas Station, and Gas station to Campsite. You are currently in the first phase, which is from Treehouse to Gas Station, and that portion is free for traveling at all times. The only time you might have to pay is when you are traveling from Gas Station to Campsite, which is the second part that you will be seeing should you kept the game running longer.",2019-12-07T06:29:33Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4505,3.6370126773603526e+17,dg,7162,"Traveling to the station is completely free, only the second half needs some payment to that.",2019-12-07T06:25:58Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4506,3.826544572944876e+17,antiquepixie,2460,Thank you!,2019-12-07T04:36:21Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4510,3.6370126773603526e+17,dg,7162,"All codes are announced publicly in the <#558245072630710272> channel. Furthermore, they aren't announced monthly and there isn't any for the time being.",2019-12-07T04:05:12Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
4511,3.826544572944876e+17,antiquepixie,2460,Does anyone know the code for this month?,2019-12-07T04:00:26Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,east
4513,4.73533056162988e+17,츠설(tsushol),8891,How to get to a tree <@484268774464290821>,2019-12-07T03:05:01Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
4519,4.562265777981358e+17,Deleted User,0,Then talk to Bobo and he will give you special meal + diary entry,2019-12-07T00:44:28Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,sea,sea,sea,eu
4520,4.562265777981358e+17,Deleted User,0,And you will find pomegranate,2019-12-07T00:44:07Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
4521,4.562265777981358e+17,Deleted User,0,You can find the tree by keep walking,2019-12-07T00:44:00Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
4525,5.1606723341634765e+17,tulabella,9485,glider,2019-12-06T23:40:04Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,east,east,east,sea
4526,5.1606723341634765e+17,tulabella,9485,is the glader worth it,2019-12-06T23:39:48Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4527,4.73533056162988e+17,츠설(tsushol),8891,No,2019-12-06T22:30:00Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4530,5.7395319642744416e+17,lemoanswife,4878,<@!392727704614731787> thank you ahh💓,2019-12-06T18:38:52Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
4534,5.7395319642744416e+17,lemoanswife,4878,is there a specific time where you can find the duck? apparently you can find her in the pond in tranquil garden and get a duck egg for bobo but I can’t seem to ever see her,2019-12-06T18:37:21Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4542,2.1474404369799578e+17,Fredd8,6409,"<@642168726266970114> ||actually, the directions are in the cave.||",2019-12-06T05:51:09Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4582,5.416654144809206e+17,crayon🐌,7278,I’ll investigate,2019-12-06T01:11:13Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4583,5.416654144809206e+17,crayon🐌,7278,I’ve got to the tree but hm,2019-12-06T01:11:00Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
4584,5.416654144809206e+17,crayon🐌,7278,hmmmmmmmmmmmmmmmmmmmmm,2019-12-06T01:10:50Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4586,5.416654144809206e+17,crayon🐌,7278,How do you get to other locations in the forest? I just have the same options over and over?,2019-12-05T23:51:44Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
4587,5.641867929082921e+17,SoulRabbit | Mel,9106,Oh ok 😕,2019-12-05T20:00:34Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
4588,5.64583296814809e+17,BREAD,7623,you have to pay for club moon,2019-12-05T19:25:07Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4589,5.641867929082921e+17,SoulRabbit | Mel,9106,How do I get access to this?,2019-12-05T19:14:14Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4591,2.1474404369799578e+17,Fredd8,6409,6am and 6pm,2019-12-05T17:13:07Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4593,5.495312660645806e+17,ApexPredator,8840,<@199973240578375691> no tips ..just a set time which is happening in between 8 to 10 am ..just log in between these times ..every in and often ..but it's still a random occurrence and also u should have straw cloak and ice pick .,2019-12-05T09:48:03Z,tsuki-question,,,[0.         0.30075174 0.         ... 0.         0.         0.        ],east,east,east,east,east,east,east
4594,4.562265777981358e+17,Deleted User,0,Sure you can take pic with your camera,2019-12-05T04:04:05Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,east
4597,5.495312660645806e+17,ApexPredator,8840,<@363491361535819788> there are lot of diary entries by taking pics with Ur camera,2019-12-05T06:24:30Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
4598,6.175643610111017e+17,minnepeg,8042,<@456226577798135808> how do you get the honeycomb without the issue of bees? 🐝,2019-12-05T06:39:33Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4599,4.562265777981358e+17,Deleted User,0,Yes la,2019-12-05T04:03:54Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4602,4.562265777981358e+17,Deleted User,0,Probably will find the honeycomb,2019-12-05T02:30:07Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4603,4.562265777981358e+17,Deleted User,0,Around 8-10am,2019-12-05T02:29:56Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4604,4.562265777981358e+17,Deleted User,0,"Go to the forest, then find the mysterious guy who is hugging the rock lol",2019-12-05T02:29:41Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,sea
4605,6.46881459788972e+17,thathawaiiangirl,6763,<@354975793782194176> how do u get the honey,2019-12-05T02:10:50Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4606,5.64583296814809e+17,BREAD,7623,yes,2019-12-04T20:49:42Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,eu,east
4612,5.495312660645806e+17,ApexPredator,8840,From the kuma camp shop <:GWcorbinTopKek:384871333705678868>,2019-12-04T13:28:20Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4616,2.548253929284567e+17,aibin,302,Ok thanks,2019-12-04T13:05:45Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
4620,3.6370126773603526e+17,dg,7162,you can only enter back then cause it's bugged.,2019-12-04T13:05:10Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4621,3.6370126773603526e+17,dg,7162,You need a bundle to rope to be enter the cave by intended means,2019-12-04T13:05:01Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4622,4.73533056162988e+17,츠설(tsushol),8891,😔,2019-12-04T13:05:00Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4623,2.548253929284567e+17,aibin,302,Why can't I enter the cave anymore  ? <:tired:622856025191612427>,2019-12-04T13:04:36Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4630,4.73533056162988e+17,츠설(tsushol),8891,When is update (ex: Christmas),2019-12-04T12:59:48Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4631,4.562265777981358e+17,Deleted User,0,"it has been great help from you since my phone battery button gone bad, haha",2019-12-04T11:11:25Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
4633,5.495312660645806e+17,ApexPredator,8840,"I'm a survivor at yukiyama 
Boxing diary at Mushroom",2019-12-04T04:30:22Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,eu,east,east,sea
4636,4.562265777981358e+17,Deleted User,0,Maybe Tsuki has to try more times to get the diary entry,2019-12-04T06:33:43Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4644,4.562265777981358e+17,Deleted User,0,Like mob,2019-12-03T23:12:54Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
4645,4.562265777981358e+17,Deleted User,0,Pipi loves milk,2019-12-03T23:12:51Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
4646,5.495312660645806e+17,ApexPredator,8840,Pipi loves cheese,2019-12-03T17:21:02Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
4651,3.590005478415401e+17,A Literal God,3753,Okay,2019-12-03T16:26:24Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4652,4.73533056162988e+17,츠설(tsushol),8891,Nothing has been revealed except grandfather.,2019-12-03T16:23:39Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4653,3.590005478415401e+17,A Literal God,3753,Does Tsuki have any other family members?,2019-12-03T16:18:30Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
4654,3.6370126773603526e+17,dg,7162,"12-3, 6-9. Applies to both am and pm wise.",2019-12-03T09:04:14Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
4657,4.562265777981358e+17,Deleted User,0,"Yeah, DG helped me answering that",2019-12-03T08:40:30Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4658,4.562265777981358e+17,Deleted User,0,Just try to be around Conch gas station around 9~10am,2019-12-03T08:40:11Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,sea,east,east,sea
4667,6.46881459788972e+17,thathawaiiangirl,6763,"<@651255504193978369>
Thx!!",2019-12-03T03:11:18Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4675,6.46881459788972e+17,thathawaiiangirl,6763,What triggers tsukis death glitch? I've already got the golden hoe but it hasn't happened to me yet,2019-12-03T03:04:34Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,east,east,east,sea
4684,6.375728217316393e+17,Nine,8515,Cave Party 🦒🐢🐰,2019-12-03T01:19:29Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4685,4.562265777981358e+17,Deleted User,0,Back to life experience?,2019-12-03T00:25:51Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4692,5.495312660645806e+17,ApexPredator,8840,<#558248211928842260>  <:GWcorbinTopKek:384871333705678868>,2019-12-02T14:11:10Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4707,3.6370126773603526e+17,dg,7162,"There is Golden capsules everywhere, it's inevitable.",2019-12-02T13:12:23Z,tsuki-question,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,eu
4713,6.69816992919978e+17,purefire205ta,48,"I agree with this, because Everytime if you want to save the photo the best way is to upload to Google photo, but still not as convenient as save local.",2020-02-15T16:22:01Z,tsuki-suggestion,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,east,east,east,sea
4716,6.69816992919978e+17,purefire205ta,48,I removed it,2020-02-14T08:46:59Z,tsuki-suggestion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4717,6.69816992919978e+17,purefire205ta,48,"K, sorry",2020-02-14T08:46:19Z,tsuki-suggestion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4719,1.8493971383923507e+17,Firefly,1663,Take a picture for? Or of?,2020-02-14T04:51:09Z,tsuki-suggestion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4723,1.8493971383923507e+17,Firefly,1663,i've never had that happen actually,2020-02-11T16:18:56Z,tsuki-suggestion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4727,5.495312660645806e+17,ApexPredator,8840,<:wtf:558662277331550208>,2020-02-11T11:25:41Z,tsuki-suggestion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
4728,2.4339809137655808e+17,bllueart,7561,"Other than ""Harvest is ready"", which must have appeared around 4am, this notification came in at 10am about 8h after my last harvest. You can see the time in the notification. This is what I meant.

It would be nice to opt out of these notifications and keep the harvest ones.",2020-02-11T10:23:55Z,tsuki-suggestion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
4729,2.4339809137655808e+17,bllueart,7561,I guess I'll screenshot it next time 🤷,2020-02-10T17:46:44Z,tsuki-suggestion,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
